COD_CLIENTE;CLIENTE;PORTFOLIO;DATAPOS;CATEGORIA;CODIGO;PAPEL;DATACOMPRA;DATAEMISSAO;DATAVCTO;EMISSOR;QTDE_DISP;QTDE_BLOQ;QTDE_TOTAL;PRECO_CUSTO;PRECO;CUSTO_TOTAL;RESULTADO;VALOR_MERC_BRUTO;IRRF;VALOR_MERC_LIQUIDO;AJUSTE_FUT_SWAP;CONTRAPARTE;CUSTODIANTE;CORRETORA;TIPO;PRECO_EXERCICIO;PRINCIPAL;BASE_ATIVO;PC_INDEX_ATIVO;INDEX_ATIVO;PC_TX_ATIVO;TAXA_MTM;CURVA_ATIVO;VALOR_ATIVO;GARANTIA_ATIVO;BASE_PASSIVO;PC_INDEX_PASSIVO;INDEX_PASSIVO;PC_TAXA_PASSIVO;TAXA_MTM_PASSIVO;CURVA_PASSIVO;VALOR_PASSIVO;GARANTIA_PASSIVO;TIT_ASSOC;CODIGO_OPER;VL_FUTURO_ATIVO;VL_FUTURO_PASSIVO;MTM_ACCRUAL;INDEX_ATIVO_PASSIVO;LASTRO;TAXA_OVER;PU_CURVA;TAXA_PAR;AGIO_DESAGIO;DATA_REPAC;VALOR_NOMINAL;TIR;COVERAGECCY;PATRIM_LIQUIDO
CUST0107       ;NÉOS PREV. COMPLEMENTAR - NÉOS PE - BRAM ALM BD FI REND FIXA;Carteira Própria;13/08/2024;RENDA FIXA;NTN-B;NTNBTNAC760199150830;14/07/2011;15/07/2000;15/08/2030;STNC      ;2461;0;2461;2032,939425;4375,446516;5003063,925;5764909,955;10767973,88;0;10767973,88;;HSBC    ;;;;;0;252/Exponencial;100;IPCA    ;6;0;;;;;;;;;;;;;579461;10767973,88;;ACCRUAL;;179415;1,228409663;4375,446516;6,354307472;-157819,95;;0;6,354307472;REAL    ;857576426,7
CUST0107       ;NÉOS PREV. COMPLEMENTAR - NÉOS PE - BRAM ALM BD FI REND FIXA;Carteira Própria;13/08/2024;RENDA FIXA;NTN-B;NTNBTNAC760199150830;20/12/2017;15/07/2000;15/08/2030;STNC      ;2500;0;2500;3282,368685;4588,911637;8205921,713;3266357,378;11472279,09;0;11472279,09;;STNC    ;;;;;0;252/Exponencial;100;IPCA    ;6;0;;;;;;;;;;;;;B233449   ;11472279,09;;ACCRUAL;;179415;1,114263418;4588,911637;5,339819575;373341,85;;0;5,339819575;REAL    ;857576426,7
CUST0107       ;NÉOS PREV. COMPLEMENTAR - NÉOS PE - BRAM ALM BD FI REND FIXA;Carteira Própria;13/08/2024;RENDA FIXA;NTN-B;NTNBTNAC760199150545;12/08/2009;15/07/2000;15/05/2045;STNC      ;5900;0;5900;1755,129612;4166,391204;10355264,71;14226443,39;24581708,1;0;24581708,1;;;;;;;0;252/Exponencial;100;IPCA    ;6;0;;;;;;;;;;;;;381649;24581708,1;;ACCRUAL;;123440;1,242009881;4166,391204;6,475827948;-1230474,11;;0;6,475827948;REAL    ;857576426,7
CUST0107       ;NÉOS PREV. COMPLEMENTAR - NÉOS PE - BRAM ALM BD FI REND FIXA;Carteira Própria;13/08/2024;RENDA FIXA;NTN-B;NTNBTNAC760199150545;14/05/2009;15/07/2000;15/05/2045;STNC      ;12324;0;12324;1625,309585;3891,046681;20030315,33;27922943,96;47953259,29;0;47953259,29;;;;;;;0;252/Exponencial;100;IPCA    ;6;0;;;;;;;;;;;;;368182;47953259,29;;ACCRUAL;;123440;1,312290616;3891,046681;7,106006752;-5963576,9;;0;7,106006752;REAL    ;857576426,7
CUST0107       ;NÉOS PREV. COMPLEMENTAR - NÉOS PE - BRAM ALM BD FI REND FIXA;Carteira Própria;13/08/2024;RENDA FIXA;NTN-B;NTNBTNAC760199150830;20/08/2013;15/07/2000;15/08/2030;STNC      ;4150;0;4150;2397,572464;4523,636491;9949925,726;8823165,714;18773091,44;0;18773091,44;;STNC    ;;;;;0;252/Exponencial;100;IPCA    ;6;0;;;;;;;;;;;;;B17136    ;18773091,44;;ACCRUAL;;179415;1,148519365;4523,636491;5,643256787;348855,61;;0;5,643256787;REAL    ;857576426,7
CUST0107       ;NÉOS PREV. COMPLEMENTAR - NÉOS PE - BRAM ALM BD FI REND FIXA;Carteira Própria;13/08/2024;RENDA FIXA;NTN-B;NTNBTNAC760199150830;14/04/2011;15/07/2000;15/08/2030;STNC      ;4408;0;4408;2006,748279;4406,325114;8845746,414;10577334,69;19423081,1;0;19423081,1;;HSBC    ;;;;;0;252/Exponencial;100;IPCA    ;6;0;;;;;;;;;;;;;567974;19423081,1;;ACCRUAL;;179415;1,211512428;4406,325114;6,203519953;-146565,04;;0;6,203519953;REAL    ;857576426,7
CUST0107       ;NÉOS PREV. COMPLEMENTAR - NÉOS PE - BRAM ALM BD FI REND FIXA;Carteira Própria;13/08/2024;RENDA FIXA;NTN-B;NTNBTNAC760199150850;29/05/2013;15/07/2000;15/08/2050;STNC      ;1100;0;1100;2761,506065;5141,37399;3037656,672;2617854,719;5655511,39;0;5655511,39;;HSBC    ;;;;;0;252/Exponencial;100;IPCA    ;6;0;;;;;;;;;;;;;B10611    ;5655511,39;;ACCRUAL;;179417;1,064103908;5141,37399;4,897075028;771979;;0;4,897075028;REAL    ;857576426,7
CUST0107       ;NÉOS PREV. COMPLEMENTAR - NÉOS PE - BRAM ALM BD FI REND FIXA;Carteira Própria;13/08/2024;RENDA FIXA;NTN-B;NTNBTNAC760199150850;10/04/2013;15/07/2000;15/08/2050;STNC      ;1750;0;1750;2902,306677;5421,80275;5079036,685;4409118,125;9488154,81;0;9488154,81;;STNC    ;;;;;0;252/Exponencial;100;IPCA    ;6;0;;;;;;;;;;;;;B6904     ;9488154,81;;ACCRUAL;;179417;1,019582567;5421,80275;4,505650039;1718898,75;;0;4,505650039;REAL    ;857576426,7
CUST0107       ;NÉOS PREV. COMPLEMENTAR - NÉOS PE - BRAM ALM BD FI REND FIXA;Carteira Própria;13/08/2024;RENDA FIXA;NTN-B;NTNBTNAC760199150828;23/08/2018;15/07/2000;15/08/2028;STNC      ;4300;0;4300;3238,31645;4504,536138;13924760,74;5444744,665;19369505,4;0;19369505,4;;RENA    ;;;;;0;252/Exponencial;100;IPCA    ;6;0;;;;;;;;;;;;;B281575   ;19369505,4;;ACCRUAL;;318248;1,142682465;4504,536138;5,591492401;279333,41;;0;5,591492401;REAL    ;857576426,7
CUST0107       ;NÉOS PREV. COMPLEMENTAR - NÉOS PE - BRAM ALM BD FI REND FIXA;Carteira Própria;13/08/2024;RENDA FIXA;NTN-B;NTNBTNAC760199150535;07/12/2006;15/07/2000;15/05/2035;STNC      ;840;0;840;1313,244895;3872,812864;1103125,712;2150037,098;3253162,81;0;3253162,81;;;;;;;0;252/Exponencial;100;IPCA    ;6;0;;;;;;;;;;;;;346320;3253162,81;;ACCRUAL;;89007;1,378392902;3872,812864;7,702108818;-421791,93;;0;7,702108818;REAL    ;857576426,7
CUST0107       ;NÉOS PREV. COMPLEMENTAR - NÉOS PE - BRAM ALM BD FI REND FIXA;Carteira Própria;13/08/2024;RENDA FIXA;NTN-B;NTNBTNAC760199150830;18/05/2018;15/07/2000;15/08/2030;STNC      ;895;0;895;3341,69146;4617,806615;2990813,857;1142123,063;4132936,92;0;4132936,92;;RENA    ;;;;;0;252/Exponencial;100;IPCA    ;6;0;;;;;;;;;;;;;B262315   ;4132936,92;;ACCRUAL;;179415;1,099274849;4617,806615;5,207324861;159517,39;;0;5,207324861;REAL    ;857576426,7
CUST0107       ;NÉOS PREV. COMPLEMENTAR - NÉOS PE - BRAM ALM BD FI REND FIXA;Carteira Própria;13/08/2024;RENDA FIXA;NTN-B;NTNBTNAC760199150826;20/05/2016;15/07/2000;15/08/2026;STNC      ;3380;0;3380;2959,75953;4452,510297;10003987,21;5045497,59;15049484,8;0;15049484,8;;STNC    ;;;;;0;252/Exponencial;100;IPCA    ;6;0;;;;;;;;;;;;;B206892   ;15049484,8;;ACCRUAL;;280491;1,171301575;4452,510297;5,845542172;43721,71;;0;5,845542172;REAL    ;857576426,7
CUST0107       ;NÉOS PREV. COMPLEMENTAR - NÉOS PE - BRAM ALM BD FI REND FIXA;Carteira Própria;13/08/2024;RENDA FIXA;NTN-B;NTNBTNAC760199150535;08/07/2008;15/07/2000;15/05/2035;STNC      ;1000;0;1000;1558,86648;4068,165603;1558866,48;2509299,12;4068165,6;0;4068165,6;;;;;;;0;252/Exponencial;100;IPCA    ;6;0;;;;;;;;;;;;;346325;4068165,6;;ACCRUAL;;89007;1,303088266;4068,165603;7,023282125;-306780,51;;0;7,023282125;REAL    ;857576426,7
CUST0107       ;NÉOS PREV. COMPLEMENTAR - NÉOS PE - BRAM ALM BD FI REND FIXA;Carteira Própria;13/08/2024;RENDA FIXA;NTN-B;NTNBTNAC760199150535;26/10/2006;15/07/2000;15/05/2035;STNC      ;1120;0;1120;1294,739956;3780,946183;1450108,751;2784550,979;4234659,73;0;4234659,73;;;;;;;0;252/Exponencial;100;IPCA    ;6;0;;;;;;;;;;;;;346348;4234659,73;;ACCRUAL;;89007;1,415433717;3780,946183;8,037581644;-665279,93;;0;8,037581644;REAL    ;857576426,7
CUST0107       ;NÉOS PREV. COMPLEMENTAR - NÉOS PE - BRAM ALM BD FI REND FIXA;Carteira Própria;13/08/2024;RENDA FIXA;NTN-B;NTNBTNAC760199150535;28/09/2006;15/07/2000;15/05/2035;STNC      ;1200;0;1200;1267,496537;3749,323726;1520995,844;2978192,626;4499188,47;0;4499188,47;;;;;;;0;252/Exponencial;100;IPCA    ;6;0;;;;;;;;;;;;;346347;4499188,47;;ACCRUAL;;89007;1,428441047;3749,323726;8,155633727;-750746,87;;0;8,155633727;REAL    ;857576426,7
CUST0107       ;NÉOS PREV. COMPLEMENTAR - NÉOS PE - BRAM ALM BD FI REND FIXA;Carteira Própria;13/08/2024;RENDA FIXA;NTN-B;NTNBTNAC760199150535;10/09/2008;15/07/2000;15/05/2035;STNC      ;1850;0;1850;1568,748802;4029,117786;2902185,284;4551682,616;7453867,9;0;7453867,9;;;;;;;0;252/Exponencial;100;IPCA    ;6;0;;;;;;;;;;;;;346327;7453867,9;;ACCRUAL;;89007;1,317782304;4029,117786;7,15540468;-639782,41;;0;7,15540468;REAL    ;857576426,7
CUST0107       ;NÉOS PREV. COMPLEMENTAR - NÉOS PE - BRAM ALM BD FI REND FIXA;Carteira Própria;13/08/2024;RENDA FIXA;NTN-B;NTNBTNAC760199150535;22/08/2007;15/07/2000;15/05/2035;STNC      ;2300;0;2300;1468,302568;4034,113485;3377095,906;5901365,114;9278461,02;0;9278461,02;;;;;;;0;252/Exponencial;100;IPCA    ;6;0;;;;;;;;;;;;;346321;9278461,02;;ACCRUAL;;89007;1,315892712;4034,113485;7,138405175;-783915,05;;0;7,138405175;REAL    ;857576426,7
CUST0107       ;NÉOS PREV. COMPLEMENTAR - NÉOS PE - BRAM ALM BD FI REND FIXA;Carteira Própria;13/08/2024;RENDA FIXA;NTN-B;NTNBTNAC760199150535;15/07/2009;15/07/2000;15/05/2035;STNC      ;2450;0;2450;1756,57458;4238,9087;4303607,721;6081718,599;10385326,32;0;10385326,32;;;;;;;0;252/Exponencial;100;IPCA    ;6;0;;;;;;;;;;;;;377799;10385326,32;;ACCRUAL;;89007;1,240793416;4238,9087;6,464952974;-333291,67;;0;6,464952974;REAL    ;857576426,7
CUST0107       ;NÉOS PREV. COMPLEMENTAR - NÉOS PE - BRAM ALM BD FI REND FIXA;Carteira Própria;13/08/2024;RENDA FIXA;NTN-B;NTNBTNAC760199150535;09/11/2006;15/07/2000;15/05/2035;STNC      ;2501;0;2501;1301,793174;3784,037508;3255784,728;6208093,082;9463877,81;0;9463877,81;;;;;;;0;252/Exponencial;100;IPCA    ;6;0;;;;;;;;;;;;;346319;9463877,81;;ACCRUAL;;89007;1,414169353;3784,037508;8,026113359;-1477862,43;;0;8,026113359;REAL    ;857576426,7
CUST0107       ;NÉOS PREV. COMPLEMENTAR - NÉOS PE - BRAM ALM BD FI REND FIXA;Carteira Própria;13/08/2024;RENDA FIXA;NTN-B;NTNBTNAC760199150535;11/06/2008;15/07/2000;15/05/2035;STNC      ;2600;0;2600;1551,425676;4085,668428;4033706,758;6589031,152;10622737,91;0;10622737,91;;;;;;;0;252/Exponencial;100;IPCA    ;6;0;;;;;;;;;;;;;346324;10622737,91;;ACCRUAL;;89007;1,296557479;4085,668428;6,964612149;-752121,99;;0;6,964612149;REAL    ;857576426,7
CUST0107       ;NÉOS PREV. COMPLEMENTAR - NÉOS PE - BRAM ALM BD FI REND FIXA;Carteira Própria;13/08/2024;RENDA FIXA;NTN-B;NTNBTNAC760199150535;12/03/2008;15/07/2000;15/05/2035;STNC      ;2800;0;2800;1585,503367;4143,524151;4439409,428;7162458,192;11601867,62;0;11601867,62;;;;;;;0;252/Exponencial;100;IPCA    ;6;0;;;;;;;;;;;;;346323;11601867,62;;ACCRUAL;;89007;1,27520982;4143,524151;6,773056759;-647981,5;;0;6,773056759;REAL    ;857576426,7
CUST0107       ;NÉOS PREV. COMPLEMENTAR - NÉOS PE - BRAM ALM BD FI REND FIXA;Carteira Própria;13/08/2024;RENDA FIXA;NTN-B;NTNBTNAC760199150535;27/11/2008;15/07/2000;15/05/2035;STNC      ;3276;0;3276;1399,402242;3772,20624;4584441,745;7773305,895;12357747,64;0;12357747,64;;;;;;;0;252/Exponencial;100;IPCA    ;6;0;;;;;;;;;;;;;346328;12357747,64;;ACCRUAL;;89007;1,41901529;3772,20624;8,070074515;-1974575,83;;0;8,070074515;REAL    ;857576426,7
CUST0107       ;NÉOS PREV. COMPLEMENTAR - NÉOS PE - BRAM ALM BD FI REND FIXA;Carteira Própria;13/08/2024;RENDA FIXA;NTN-B;NTNBTNAC760199150535;06/10/2022;15/07/2000;15/05/2035;STNC      ;4903;0;4903;4150,64763;4469,125383;20350625,33;1561496,43;21912121,76;0;21912121,76;;STNC    ;;;;;0;252/Exponencial;100;IPCA    ;6;0;;;;;;;;;;;;;B667761   ;21912121,76;;ACCRUAL;;89007;1,161448565;4483,060747;5,716776924;530086,03;;0;5,758009062;REAL    ;857576426,7
CUST0107       ;NÉOS PREV. COMPLEMENTAR - NÉOS PE - BRAM ALM BD FI REND FIXA;Carteira Própria;13/08/2024;RENDA FIXA;NTN-B;NTNBTNAC760199150535;10/12/2008;15/07/2000;15/05/2035;STNC      ;5000;0;5000;1455,970783;3857,892293;7279853,915;12009607,55;19289461,46;0;19289461,46;;;;;;;0;252/Exponencial;100;IPCA    ;6;0;;;;;;;;;;;;;346330;19289461,46;;ACCRUAL;;89007;1,384335012;3857,892293;7,755855614;-2585269,12;;0;7,755855614;REAL    ;857576426,7
CUST0107       ;NÉOS PREV. COMPLEMENTAR - NÉOS PE - BRAM ALM BD FI REND FIXA;Carteira Própria;13/08/2024;RENDA FIXA;NTN-B;NTNBTNAC760199150535;20/05/2009;15/07/2000;15/05/2035;STNC      ;5200;0;5200;1659,937542;4139,651586;8631675,216;12894513,03;21526188,25;0;21526188,25;;;;;;;0;252/Exponencial;100;IPCA    ;6;0;;;;;;;;;;;;;369004;21526188,25;;ACCRUAL;;89007;1,276627376;4139,651586;6,785766079;-1223531,56;;0;6,785766079;REAL    ;857576426,7
CUST0107       ;NÉOS PREV. COMPLEMENTAR - NÉOS PE - BRAM ALM BD FI REND FIXA;Carteira Própria;13/08/2024;RENDA FIXA;NTN-B;NTNBTNAC760199150535;13/09/2007;15/07/2000;15/05/2035;STNC      ;5974;0;5974;1577,685294;4195,696391;9425091,946;15639998,29;25065090,24;0;25065090,24;;;;;;;0;252/Exponencial;100;IPCA    ;6;0;;;;;;;;;;;;;346322;25065090,24;;ACCRUAL;;89007;1,256267545;4195,696391;6,603371317;-1070837,86;;0;6,603371317;REAL    ;857576426,7
CUST0107       ;NÉOS PREV. COMPLEMENTAR - NÉOS PE - BRAM ALM BD FI REND FIXA;Carteira Própria;13/08/2024;RENDA FIXA;NTN-B;NTNBTNAC760199150840;29/05/2013;15/07/2000;15/08/2040;STNC      ;750;0;750;2718,592247;4981,299148;2038944,185;1697030,175;3735974,36;0;3735974,36;;HSBC    ;;;;;0;252/Exponencial;100;IPCA    ;6;0;;;;;;;;;;;;;B10613    ;3735974,36;;ACCRUAL;;179416;1,060544375;4981,299148;4,865726509;406293,19;;0;4,865726509;REAL    ;857576426,7
CUST0107       ;NÉOS PREV. COMPLEMENTAR - NÉOS PE - BRAM ALM BD FI REND FIXA;Carteira Própria;13/08/2024;RENDA FIXA;NTN-B;NTNBTNAC760199150830;29/09/2015;15/07/2000;15/08/2030;STNC      ;826;0;826;2415,030018;4184,541503;1994814,795;1461616,485;3456431,28;0;3456431,28;;STNC    ;;;;;0;252/Exponencial;100;IPCA    ;6;0;;;;;;;;;;;;;B94464    ;3456431,28;;ACCRUAL;;179415;1,335976611;4184,541503;7,319225321;-210657,58;;0;7,319225321;REAL    ;857576426,7
CUST0107       ;NÉOS PREV. COMPLEMENTAR - NÉOS PE - BRAM ALM BD FI REND FIXA;Carteira Própria;13/08/2024;RENDA FIXA;NTN-B;NTNBTNAC760199150840;27/05/2013;15/07/2000;15/08/2040;STNC      ;712;0;712;2801,77212;5093,589149;1994861,749;1631773,721;3626635,47;0;3626635,47;;HSBC    ;;;;;0;252/Exponencial;100;IPCA    ;6;0;;;;;;;;;;;;;B10398    ;3626635,47;;ACCRUAL;;179416;1,035514862;5093,589149;4,645556965;465658,15;;0;4,645556965;REAL    ;857576426,7
CUST0107       ;NÉOS PREV. COMPLEMENTAR - NÉOS PE - BRAM ALM BD FI REND FIXA;Carteira Própria;13/08/2024;RENDA FIXA;NTN-B;NTNBTNAC760199150830;16/09/2015;15/07/2000;15/08/2030;STNC      ;903;0;903;2399,402155;4181,004562;2166660,146;1608786,974;3775447,12;0;3775447,12;;STNC    ;;;;;0;252/Exponencial;100;IPCA    ;6;0;;;;;;;;;;;;;B92322    ;3775447,12;;ACCRUAL;;179415;1,338021909;4181,004562;7,337656667;-233489,02;;0;7,337656667;REAL    ;857576426,7
CUST0107       ;NÉOS PREV. COMPLEMENTAR - NÉOS PE - BRAM ALM BD FI REND FIXA;Carteira Própria;13/08/2024;RENDA FIXA;NTN-B;NTNBTNAC760199150840;17/06/2013;15/07/2000;15/08/2040;STNC      ;1540;0;1540;2581,656249;4781,269282;3975750,623;3387404,067;7363154,69;0;7363154,69;;STNC    ;;;;;0;252/Exponencial;100;IPCA    ;6;0;;;;;;;;;;;;;B12007    ;7363154,69;;ACCRUAL;;179416;1,106990236;4781,269282;5,275505959;526209,35;;0;5,275505959;REAL    ;857576426,7
CUST0107       ;NÉOS PREV. COMPLEMENTAR - NÉOS PE - BRAM ALM BD FI REND FIXA;Carteira Própria;13/08/2024;RENDA FIXA;NTN-B;NTNBTNAC760199150840;14/07/2011;15/07/2000;15/08/2040;STNC      ;2893;0;2893;2075,271043;4396,248319;6003759,127;6714587,263;12718346,39;0;12718346,39;;HSBC    ;;;;;0;252/Exponencial;100;IPCA    ;6;0;;;;;;;;;;;;;579471;12718346,39;;ACCRUAL;;179416;1,203964867;4396,248319;6,136235858;-125343,79;;0;6,136235858;REAL    ;857576426,7
CUST0107       ;NÉOS PREV. COMPLEMENTAR - NÉOS PE - BRAM ALM BD FI REND FIXA;Carteira Própria;13/08/2024;RENDA FIXA;NTN-B;NTNBTNAC760199150545;14/01/2009;15/07/2000;15/05/2045;STNC      ;50;0;50;1573,186804;3911,827469;78659,3402;116932,0298;195591,37;0;195591,37;;;;;;;0;252/Exponencial;100;IPCA    ;6;0;;;;;;;;;;;;;349957;195591,37;;ACCRUAL;;123440;1,306743589;3911,827469;7,056134068;-23155,93;;0;7,056134068;REAL    ;857576426,7
CUST0107       ;NÉOS PREV. COMPLEMENTAR - NÉOS PE - BRAM ALM BD FI REND FIXA;Carteira Própria;13/08/2024;RENDA FIXA;NTN-B;NTNBTNAC760199150545;14/01/2009;15/07/2000;15/05/2045;STNC      ;70;0;70;1573,186804;3911,827469;110123,0763;163704,8437;273827,92;0;273827,92;;;;;;;0;252/Exponencial;100;IPCA    ;6;0;;;;;;;;;;;;;349958;273827,92;;ACCRUAL;;123440;1,306743589;3911,827469;7,056134068;-32418,3;;0;7,056134068;REAL    ;857576426,7
CUST0107       ;NÉOS PREV. COMPLEMENTAR - NÉOS PE - BRAM ALM BD FI REND FIXA;Carteira Própria;13/08/2024;RENDA FIXA;NTN-B;NTNBTNAC760199150545;24/08/2018;15/07/2000;15/05/2045;STNC      ;304;0;304;3286,427272;4501,395292;999073,8907;369350,2793;1368424,17;0;1368424,17;;CONVEN  ;;;;;0;252/Exponencial;100;IPCA    ;6;0;;;;;;;;;;;;;B281618A  ;1368424,17;;ACCRUAL;;123440;1,164790996;4501,395292;5,787694786;38440,54;;0;5,787694786;REAL    ;857576426,7
CUST0107       ;NÉOS PREV. COMPLEMENTAR - NÉOS PE - BRAM ALM BD FI REND FIXA;Carteira Própria;13/08/2024;RENDA FIXA;NTN-B;NTNBTNAC760199150545;11/11/2009;15/07/2000;15/05/2045;STNC      ;450;0;450;1754,493236;4089,390055;789521,9562;1050703,564;1840225,52;0;1840225,52;;HSBC    ;;;;;0;252/Exponencial;100;IPCA    ;6;0;;;;;;;;;;;;;393268;1840225,52;;ACCRUAL;;123440;1,260990181;4089,390055;6,645651675;-128500,24;;0;6,645651675;REAL    ;857576426,7
CUST0107       ;NÉOS PREV. COMPLEMENTAR - NÉOS PE - BRAM ALM BD FI REND FIXA;Carteira Própria;13/08/2024;RENDA FIXA;NTN-B;NTNBTNAC760199150545;09/09/2009;15/07/2000;15/05/2045;STNC      ;450;0;450;1800,633022;4232,806;810284,8599;1094477,84;1904762,7;0;1904762,7;;;;;;;0;252/Exponencial;100;IPCA    ;6;0;;;;;;;;;;;;;385976;1904762,7;;ACCRUAL;;123440;1,226029322;4232,806;6,333052892;-63963,06;;0;6,333052892;REAL    ;857576426,7
CUST0107       ;NÉOS PREV. COMPLEMENTAR - NÉOS PE - BRAM ALM BD FI REND FIXA;Carteira Própria;13/08/2024;RENDA FIXA;NTN-B;NTNBTNAC760199150545;21/10/2009;15/07/2000;15/05/2045;STNC      ;500;0;500;1754,422567;4107,789252;877211,2835;1176683,347;2053894,63;0;2053894,63;;;;;;;0;252/Exponencial;100;IPCA    ;6;0;;;;;;;;;;;;;391084;2053894,63;;ACCRUAL;;123440;1,256409534;4107,789252;6,604642256;-133578,44;;0;6,604642256;REAL    ;857576426,7
CUST0107       ;NÉOS PREV. COMPLEMENTAR - NÉOS PE - BRAM ALM BD FI REND FIXA;Carteira Própria;13/08/2024;RENDA FIXA;NTN-B;NTNBTNAC760199150545;09/09/2009;15/07/2000;15/05/2045;STNC      ;1600;0;1600;1800,633022;4232,806;2881012,835;3891476,765;6772489,6;0;6772489,6;;;;;;;0;252/Exponencial;100;IPCA    ;6;0;;;;;;;;;;;;;385977;6772489,6;;ACCRUAL;;123440;1,226029322;4232,806;6,333052892;-227424,21;;0;6,333052892;REAL    ;857576426,7
CUST0107       ;NÉOS PREV. COMPLEMENTAR - NÉOS PE - BRAM ALM BD FI REND FIXA;Carteira Própria;13/08/2024;RENDA FIXA;NTN-B;NTNBTNAC760199150545;15/04/2009;15/07/2000;15/05/2045;STNC      ;3100;0;3100;1619,673586;3911,643507;5020988,117;7105106,753;12126094,87;0;12126094,87;;;;;;;0;252/Exponencial;100;IPCA    ;6;0;;;;;;;;;;;;;364401;12126094,87;;ACCRUAL;;123440;1,30679251;3911,643507;7,056573811;-1436238,15;;0;7,056573811;REAL    ;857576426,7
CUST0107       ;NÉOS PREV. COMPLEMENTAR - NÉOS PE - BRAM ALM BD FI REND FIXA;Carteira Própria;13/08/2024;RENDA FIXA;NTN-B;NTNBTNAC760199150545;14/01/2009;15/07/2000;15/05/2045;STNC      ;3130;0;3130;1573,186804;3911,827469;4924074,697;7319945,283;12244019,98;0;12244019,98;;;;;;;0;252/Exponencial;100;IPCA    ;6;0;;;;;;;;;;;;;349956;12244019,98;;ACCRUAL;;123440;1,306743589;3911,827469;7,056134068;-1449561,43;;0;7,056134068;REAL    ;857576426,7
CUST0107       ;NÉOS PREV. COMPLEMENTAR - NÉOS PE - BRAM ALM BD FI REND FIXA;Carteira Própria;13/08/2024;RENDA FIXA;NTN-B;NTNBTNAC760199150545;16/04/2009;15/07/2000;15/05/2045;STNC      ;3697;0;3697;1620,331685;3911,300846;5990366,239;8469712,991;14460079,23;0;14460079,23;;HSBC    ;;;;;0;252/Exponencial;100;IPCA    ;6;0;;;;;;;;;;;;;364664;14460079,23;;ACCRUAL;;123440;1,306883643;3911,300846;7,057392992;-1714096,64;;0;7,057392992;REAL    ;857576426,7
CUST0107       ;NÉOS PREV. COMPLEMENTAR - NÉOS PE - BRAM ALM BD FI REND FIXA;Carteira Própria;13/08/2024;RENDA FIXA;NTN-B;NTNBTNAC760199150826;18/05/2017;15/07/2000;15/08/2026;STNC      ;1855;0;1855;3237,101992;4513,228279;6004824,195;2367214,265;8372038,46;0;8372038,46;;CONVEN  ;;;;;0;252/Exponencial;100;IPCA    ;6;0;;;;;;;;;;;;;B196650   ;8372038,46;;ACCRUAL;;280491;1,084862188;4513,228279;5,080077554;136627,05;;0;5,080077554;REAL    ;857576426,7
CUST0107       ;NÉOS PREV. COMPLEMENTAR - NÉOS PE - BRAM ALM BD FI REND FIXA;Carteira Própria;13/08/2024;RENDA FIXA;NTN-B;NTNBTNAC760199150828;17/05/2018;15/07/2000;15/08/2028;STNC      ;450;0;450;3336,989718;4578,305588;1501645,373;558592,1369;2060237,51;0;2060237,51;;RENA    ;;;;;0;252/Exponencial;100;IPCA    ;6;0;;;;;;;;;;;;;B261989   ;2060237,51;;ACCRUAL;;318248;1,087645381;4578,305588;5,10463801;62428,82;;0;5,10463801;REAL    ;857576426,7
CUST0107       ;NÉOS PREV. COMPLEMENTAR - NÉOS PE - BRAM ALM BD FI REND FIXA;Carteira Própria;13/08/2024;RENDA FIXA;NTN-B;NTNBTNAC760199150850;13/03/2020;15/07/2000;15/08/2050;STNC      ;542;0;542;3685,903659;4880,249739;1997759,783;647335,5768;2645095,36;0;2645095,36;;RENA    ;;;;;0;252/Exponencial;100;IPCA    ;6;0;;;;;;;;;;;;;B394305   ;2645095,36;;ACCRUAL;;179417;1,108807153;4880,249739;5,291568508;238845,76;;0;5,291568508;REAL    ;857576426,7
CUST0107       ;NÉOS PREV. COMPLEMENTAR - NÉOS PE - BRAM ALM BD FI REND FIXA;Carteira Própria;13/08/2024;RENDA FIXA;NTN-B;NTNBTNAC760199150850;10/06/2013;15/07/2000;15/08/2050;STNC      ;730;0;730;2708,111524;5046,693529;1976921,413;1707164,867;3684086,28;0;3684086,28;;STNC    ;;;;;0;252/Exponencial;100;IPCA    ;6;0;;;;;;;;;;;;;B11425    ;3684086,28;;ACCRUAL;;179417;1,079926861;5046,693529;5,036539503;443196,6;;0;5,036539503;REAL    ;857576426,7
CUST0107       ;NÉOS PREV. COMPLEMENTAR - NÉOS PE - BRAM ALM BD FI REND FIXA;Carteira Própria;13/08/2024;RENDA FIXA;NTN-B;NTNBTNAC760199150850;19/08/2013;15/07/2000;15/08/2050;STNC      ;780;0;780;2440,191007;4667,827828;1903348,985;1737556,725;3640905,71;0;3640905,71;;STNC    ;;;;;0;252/Exponencial;100;IPCA    ;6;0;;;;;;;;;;;;;B17020    ;3640905,71;;ACCRUAL;;179417;1,147815708;4667,827828;5,637015087;178037,29;;0;5,637015087;REAL    ;857576426,7
